cps19_gender,cps19_province,cps19_education,cps19_yob,cps19_votechoice,cps19_interest_elxn_1,cps19_v_likely
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1952,Don't know/ Prefer not to answer,NA,Certain to vote
A woman,Manitoba,Completed elementary school,1990,Conservative Party,8,Likely to vote
A woman,Alberta,Completed secondary/ high school,1962,Green Party,10,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1954,Liberal Party,7,Certain to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1964,Don't know/ Prefer not to answer,10,Certain to vote
A woman,British Columbia,Some university,1974,ndp,7,Certain to vote
A man,Manitoba,Some university,1951,Liberal Party,8,Certain to vote
A woman,Manitoba,"Completed technical, community college, CEGEP, College Classique",1976,Conservative Party,6,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1968,Green Party,7,Certain to vote
A woman,Alberta,Bachelor's degree,1985,Conservative Party,8,Certain to vote
A man,Quebec,Completed secondary/ high school,1952,Bloc Québécois,7,Certain to vote
A man,Quebec,Some university,1955,Bloc Québécois,7,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1955,Conservative Party,10,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1958,Don't know/ Prefer not to answer,6,Certain to vote
A woman,Quebec,Bachelor's degree,1985,Conservative Party,6,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1960,Conservative Party,7,Certain to vote
A woman,British Columbia,Some university,1938,NA,1,Unlikely to vote
A woman,British Columbia,Bachelor's degree,1957,Conservative Party,8,Certain to vote
A woman,Alberta,Some university,1992,Conservative Party,10,Certain to vote
A woman,Quebec,Completed secondary/ high school,1949,Don't know/ Prefer not to answer,NA,Certain to vote
A man,Manitoba,Bachelor's degree,1959,Liberal Party,10,Certain to vote
A man,Northwest Territories,Master's degree,1952,Liberal Party,10,Certain to vote
A woman,Quebec,Bachelor's degree,1964,Don't know/ Prefer not to answer,6,Certain to vote
A man,Quebec,Bachelor's degree,1972,Liberal Party,8,Certain to vote
A woman,Manitoba,"Completed technical, community college, CEGEP, College Classique",1958,Liberal Party,6,Certain to vote
A man,Quebec,Completed secondary/ high school,1964,Bloc Québécois,10,Certain to vote
A woman,Manitoba,Professional degree or doctorate,1984,ndp,5,Likely to vote
A man,Saskatchewan,Master's degree,1981,Conservative Party,10,Certain to vote
A woman,Saskatchewan,Completed secondary/ high school,1960,Liberal Party,9,Certain to vote
A man,British Columbia,Bachelor's degree,1967,Conservative Party,8,Likely to vote
A man,Quebec,Completed secondary/ high school,1950,Conservative Party,8,Certain to vote
A man,Quebec,Bachelor's degree,1952,Bloc Québécois,8,Certain to vote
A woman,Alberta,Completed secondary/ high school,1960,Conservative Party,4,Certain to vote
A man,Quebec,Some university,1999,Conservative Party,7,Certain to vote
A woman,British Columbia,Some secondary/ high school,1970,ndp,8,Certain to vote
A man,Manitoba,"Completed technical, community college, CEGEP, College Classique",1975,Liberal Party,2,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1987,ndp,4,Certain to vote
A man,Quebec,Completed secondary/ high school,1968,Liberal Party,10,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1954,Bloc Québécois,8,Certain to vote
A man,Quebec,Bachelor's degree,1967,Liberal Party,9,Certain to vote
A woman,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",1952,Liberal Party,7,Certain to vote
A woman,British Columbia,Completed secondary/ high school,1952,Don't know/ Prefer not to answer,9,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1980,ndp,3,Certain to vote
A man,Alberta,Completed secondary/ high school,1965,Conservative Party,10,Certain to vote
A man,Manitoba,Some university,1967,Conservative Party,10,Certain to vote
A man,Quebec,Professional degree or doctorate,1990,Bloc Québécois,8,Certain to vote
A woman,Manitoba,Some university,1952,Green Party,5,Certain to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1961,Liberal Party,10,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1994,Green Party,6,Likely to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1989,NA,2,donot know
A man,Alberta,Completed secondary/ high school,1973,Conservative Party,10,Certain to vote
A man,Quebec,Bachelor's degree,1946,Liberal Party,9,Certain to vote
A man,Alberta,Completed secondary/ high school,1986,Conservative Party,10,Certain to vote
A man,Quebec,Master's degree,1969,Liberal Party,9,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1956,Conservative Party,8,Certain to vote
A woman,Quebec,Bachelor's degree,1970,Don't know/ Prefer not to answer,3,Likely to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1962,Don't know/ Prefer not to answer,NA,Certain to vote
A woman,Quebec,Bachelor's degree,1982,Don't know/ Prefer not to answer,NA,Certain to vote
A woman,Quebec,Some secondary/ high school,1992,Bloc Québécois,1,Likely to vote
A woman,Manitoba,Completed secondary/ high school,1957,Green Party,7,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1934,Liberal Party,8,Certain to vote
A man,Alberta,Bachelor's degree,1952,Conservative Party,9,Certain to vote
A man,British Columbia,Bachelor's degree,1977,NA,5,Unlikely to vote
A woman,British Columbia,Bachelor's degree,1985,Don't know/ Prefer not to answer,2,Certain to vote
A woman,Quebec,Completed elementary school,1959,Liberal Party,7,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1969,Conservative Party,7,Certain to vote
A man,Quebec,Completed secondary/ high school,1948,Don't know/ Prefer not to answer,8,Certain to vote
A man,Quebec,Master's degree,1961,ndp,8,Certain to vote
A woman,British Columbia,Some university,2001,ndp,9,Certain to vote
A woman,Saskatchewan,"Some technical, community college, CEGEP, College Classique",1980,Don't know/ Prefer not to answer,3,Certain to vote
A woman,Alberta,Bachelor's degree,1980,NA,7,Unlikely to vote
A woman,Alberta,Some university,1989,Conservative Party,8,Certain to vote
"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",British Columbia,Some university,1998,ndp,8,Certain to vote
A woman,Quebec,Professional degree or doctorate,1973,Don't know/ Prefer not to answer,1,Certain to vote
A woman,Alberta,Master's degree,1957,ndp,10,Certain to vote
A man,British Columbia,Professional degree or doctorate,1948,Green Party,10,Certain to vote
A woman,Quebec,Completed secondary/ high school,1966,Liberal Party,3,Likely to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1957,Liberal Party,7,Certain to vote
A woman,Quebec,Professional degree or doctorate,1990,Don't know/ Prefer not to answer,5,Certain to vote
A man,Alberta,Bachelor's degree,1970,Conservative Party,9,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1978,Conservative Party,1,Certain to vote
A woman,Quebec,Some university,1972,NA,2,Unlikely to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1957,Conservative Party,8,Certain to vote
A man,Manitoba,Professional degree or doctorate,1954,Conservative Party,9,Certain to vote
A man,British Columbia,Bachelor's degree,1974,Liberal Party,9,Certain to vote
A woman,British Columbia,Bachelor's degree,1992,Liberal Party,8,Certain to vote
A woman,Quebec,Bachelor's degree,1974,ndp,4,Certain to vote
A woman,Alberta,Master's degree,1984,Conservative Party,6,Likely to vote
A man,Alberta,Bachelor's degree,1947,Conservative Party,9,Likely to vote
A man,British Columbia,Completed secondary/ high school,1959,Conservative Party,7,Certain to vote
A woman,Saskatchewan,Bachelor's degree,1993,Liberal Party,2,Certain to vote
A woman,British Columbia,Bachelor's degree,1968,Conservative Party,6,Certain to vote
A woman,Alberta,Completed secondary/ high school,1965,Conservative Party,10,Certain to vote
A man,Ontario,Bachelor's degree,1940,Liberal Party,10,Certain to vote
A man,Quebec,Completed secondary/ high school,1972,Conservative Party,8,Certain to vote
A woman,Quebec,Professional degree or doctorate,1982,Don't know/ Prefer not to answer,5,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1956,Bloc Québécois,4,Certain to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1960,Don't know/ Prefer not to answer,9,Certain to vote
A man,British Columbia,Completed secondary/ high school,1989,Green Party,8,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1959,Bloc Québécois,7,Certain to vote
A man,British Columbia,Bachelor's degree,1974,NA,4,Unlikely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1992,Another party (please specify),3,Certain to vote
A woman,Alberta,Completed secondary/ high school,1957,Don't know/ Prefer not to answer,10,Likely to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1976,Conservative Party,8,Certain to vote
A man,Alberta,Master's degree,1955,Liberal Party,8,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1948,ndp,7,Certain to vote
A man,British Columbia,Completed secondary/ high school,1984,People's Party,7,Likely to vote
A woman,British Columbia,"Some technical, community college, CEGEP, College Classique",1961,Don't know/ Prefer not to answer,7,Certain to vote
A man,Manitoba,Master's degree,1967,Liberal Party,8,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",2000,Conservative Party,9,Certain to vote
A woman,Alberta,Bachelor's degree,1960,Conservative Party,8,Likely to vote
A man,Quebec,Bachelor's degree,1945,Liberal Party,8,Certain to vote
A man,Quebec,Bachelor's degree,1956,Bloc Québécois,2,Certain to vote
A man,Quebec,Completed secondary/ high school,1955,Don't know/ Prefer not to answer,7,Certain to vote
A man,British Columbia,Bachelor's degree,1974,Liberal Party,10,Certain to vote
A woman,Manitoba,Bachelor's degree,1977,Green Party,9,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1960,Conservative Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1958,Liberal Party,3,Certain to vote
A man,Quebec,Bachelor's degree,1947,Bloc Québécois,8,Certain to vote
A man,British Columbia,Professional degree or doctorate,1981,Liberal Party,8,Likely to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1963,Liberal Party,10,Certain to vote
A man,British Columbia,Bachelor's degree,1956,Conservative Party,10,Certain to vote
A man,Quebec,Completed secondary/ high school,1991,NA,2,Unlikely to vote
A woman,British Columbia,Completed secondary/ high school,1952,Liberal Party,5,Likely to vote
A man,Ontario,Completed secondary/ high school,2000,Green Party,7,Likely to vote
A woman,British Columbia,Completed secondary/ high school,1965,Conservative Party,9,Certain to vote
A man,Manitoba,Bachelor's degree,1985,Liberal Party,4,Likely to vote
A man,British Columbia,Bachelor's degree,1987,Liberal Party,3,Likely to vote
A man,Quebec,Professional degree or doctorate,1941,Bloc Québécois,8,Certain to vote
A man,Quebec,Some secondary/ high school,1980,Liberal Party,10,Certain to vote
A man,Alberta,Completed secondary/ high school,1983,Don't know/ Prefer not to answer,3,Likely to vote
A woman,Ontario,Some secondary/ high school,1946,NA,8,donot know
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1952,Don't know/ Prefer not to answer,3,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1995,Conservative Party,6,Likely to vote
A woman,Quebec,Some university,1973,Bloc Québécois,6,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1949,Conservative Party,9,Certain to vote
A woman,Quebec,Bachelor's degree,1959,Bloc Québécois,3,Likely to vote
A woman,Ontario,Completed secondary/ high school,1959,Conservative Party,9,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1978,Liberal Party,3,Certain to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1988,Don't know/ Prefer not to answer,7,Certain to vote
A man,Quebec,Master's degree,1958,Liberal Party,8,Certain to vote
A woman,Manitoba,Bachelor's degree,1954,ndp,9,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1961,ndp,8,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1973,NA,4,Unlikely to vote
A man,Quebec,Some university,1961,Conservative Party,3,Likely to vote
A man,Quebec,Some university,1960,Don't know/ Prefer not to answer,9,Certain to vote
A man,Quebec,Bachelor's degree,1952,Don't know/ Prefer not to answer,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1967,ndp,7,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1955,Conservative Party,9,Certain to vote
